timestamp,gender,age,education_level,occupation,dna_knowledge,dna_info_source,support_national_dna_db_bf,dna_db_custodian_bf,dna_db_inclusion_criteria,include_crime_scene_profiles,offense_type_dna_recording,dna_storage_duration,dna_use_family_research,dna_use_disaster_research,dna_use_interpol_cooperation,dna_use_terrorism_fight,privacy_invasion_opinion,voluntary_dna_donation,privacy_risk_concern,database_misuse_concern,dna_use_in_investigations,police_lab_support_need,forensic_dna_private_sector,forensic_dna_autonomous_institution,message_to_investigators
2/24/2021 15:43,Male,35-60,University,Ministry responsible for security,Yes,Reading (newspapers and scientific documents),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,No,Yes,No,No,"My encouragement. And say thank you for choosing this theme. Investigators in our country suffer in the performance of their duties. We are asked to perform miracles during investigations, these days there are no miracles, everything lies in the importance that those in power give to a problem posed. We must put the means at their disposal and the results will be convincing. And here is one of the ways to solve many crimes. Good luck to you!!!!"
2/24/2021 15:43,Male,16-35,PhD,Others,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,No,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Yes I agree,Maybe,"Yes, but under certain conditions",Important concerns,Minor concerns,No,Yes,Maybe,Maybe,Very good initiative
2/24/2021 15:55,Male,16-35,University,Ministry responsible for security,Yes,Fiction films,Important,Ministry of Justice,"Convicts, suspects and volunteers",No,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,"Yes, but under certain conditions",am indifferent,Important concerns,I don't know,Yes,No,Yes,
2/24/2021 16:00,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,Important concerns,No,Yes,No,Yes," May this initiative really be a reality in our country, since there are too many unsolved crimes due to lack of this technology. Seek funding to provide our country with these tools that would help justice actors resolve crimes effectively. Thank you....."
2/24/2021 16:16,Male,16-35,Secondary,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Maybe,Yes,No,No,Our concern is that after this study it sees the light of day and is beneficial to our country. THANKS
2/24/2021 16:16,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,Minor concerns,No problem,Yes,Yes,No,No,All my encouragement and congratulations
2/24/2021 16:22,Male,35-60,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,No,"Courage and we hope the establishment of this laboratory for the good influence of our investigations, especially in the judicial police."
2/24/2021 16:38,Male,35-60,Secondary,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,No,Yes,No,No,"Our wish is that at the end of your research, which we know is very beneficial, we can be among the lucky ones chosen to benefit from it. Much courage to you!"
2/24/2021 16:55,Male,16-35,University,Ministry responsible for security,No,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Yes,Important concerns,Important concerns,Yes,Yes,No,No," All our encouragement for this initiative, which comes at the right time in a context where security is very harmful. We believe that with this new initiative, we will not only be able to expand our knowledge on the use of DNA in our investigations. This will also allow us to be prompt and more efficient in our investigations in general and those of the Judicial Police in particular."
2/24/2021 17:25,Male,35-60,University,Ministry responsible for security,I am not sure,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,"Convicts, suspects and volunteers",I don't know,All crimes and offenses,Until the death of the condemned,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Maybe,I don't know,Minor concerns,Yes,Yes,No,Yes,This is a laudable project for the penal chain of Burkina Faso
2/24/2021 17:56,Female,35-60,PhD,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Convicts and suspects,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,am indifferent,Minor concerns,I don't know,Yes,I don't know,I don't know,
2/24/2021 18:35,Male,16-35,University,Ministry responsible for security,Yes,During my studies (secondary and/or higher),Important,Ministry of Justice,Entire population of Burkina Faso,Yes,All crimes and offenses,Until the death of the condemned,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,No,Yes,No,No,"hope they manage to install this database in Burkina Faso. That they work in collaboration with the civil status services of the country's town halls so that each child who will be born can be registered in the said database. For those who have already been born, let the initiators collaborate with the ONI (notarial identification office) to register any person who would like to establish a CNIB. In this case, in the event of an offense being committed, investigators take the DNA present at the crime scene to enter into the database in order to identify the perpetrator if, however, he was previously registered."
2/24/2021 18:56,Male,16-35,Secondary,Ministry responsible for security,I don't know,Fiction films,Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes,Yes,Important concerns,Important concerns,Yes,Yes,No,No,Congratulated the initiators for having the idea of establishing this project in Burkina Faso
2/24/2021 19:48,Male,16-35,University,Ministry responsible for security,Yes,Reading (newspapers and scientific documents),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Important concerns,Important concerns,Yes,Yes,No,Yes,Encouragement for this research work which will improve the quality of processing of criminal cases.
2/24/2021 19:53,Female,16-35,PhD,Others,I am not sure,Fiction films,Important,An autonomous institution,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,Yes I agree,Yes I agree,No,Maybe,Minor concerns,No problem,No,Yes,No,Yes,
2/24/2021 20:07,Male,16-35,PhD,Students,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,yes I agree but in certain circumstances,Yes I agree,No,"Yes, but under certain conditions",am indifferent,Important concerns,Yes,Yes,I don't know,Yes,Good initiative
2/24/2021 20:16,Male,16-35,PhD,Others,Yes,During my studies (secondary and/or higher),Not very important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,No,Important concerns,Important concerns,Yes,Yes,No,Yes,The road is still long for Burkina Faso
2/24/2021 20:41,Female,16-35,PhD,Ministry of Higher Education and Scientific Research,I am not sure,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,Serious crimes only,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Maybe,Minor concerns,Important concerns,No,Yes,No,Yes, Good initiative
2/24/2021 21:21,Male,16-35,PhD,Others,Yes,During my studies (secondary and/or higher),Important,An autonomous institution,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,No problem,Yes,Yes,No,Yes,
2/24/2021 21:40,Female,16-35,PhD,Others,Yes,"The media (TV news, radio, documentaries)",Important,Ministry of Justice,"Convicts, suspects and volunteers",Yes,All crimes,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Important concerns,No,Yes,No,Yes,
2/24/2021 21:41,Male,16-35,PhD,Others,No,Others,Important,An autonomous institution,Entire population of Burkina Faso,I don't know,Serious crimes only,Indefinitely,No I do not agree,Yes I agree,Yes I agree,Yes I agree,Maybe,"Yes, but under certain conditions",Minor concerns,Important concerns,Maybe,Yes,No,Yes,
2/25/2021 0:44,Male,16-35,University,Ministry responsible for security,Yes,"The media (TV news, radio, documentaries)",Important,The national police and gendarmerie services,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,Maybe,Yes,Minor concerns,Minor concerns,No,Yes,No,No,"The investigation is relevant and requires a lot of attention from our authorities on the question of DNA, which could positively revolutionize the field of security in our country, in order to facilitate the search for the various causes in a offense. The initiative is commendable Courage🙏..."
2/25/2021 2:01,Male,35-60,PhD,Others,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,Condemned,Yes,Serious crimes only,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",yes I agree but in certain circumstances,yes I agree but in certain circumstances,Yes,"Yes, but under certain conditions",Important concerns,Important concerns,I don't know,Yes,Maybe,Maybe,"Having a DNA database is not a problem in itself. As much as the genetic profile can be used to incriminate, it can also be used to exonerate an innocent person. The main source of concern is local governance, when we know that the independence of justice in certain countries such as Burkina, remains an ideal that is unfortunately far from being achieved. A tool which should nobly serve impartial justice can become an instrument of repression, as you know. I don't know your research question but this questionnaire will only serve to brush the subject a little. I hope the answers provided are useful to you. Good luck."
2/25/2021 2:48,Male,35-60,PhD,Students,Yes,During my studies (secondary and/or higher),Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,Yes I agree,Yes I agree,Yes I agree,Yes I agree,No,Yes,No problem,Minor concerns,No,Yes,No,No, A good idea to encourage because it will help define the limits for the use of DNA testing in the medico-legal field in our country.
2/25/2021 10:26,Male,16-35,University,Students,No,Others,Important,Ministry responsible for security,Entire population of Burkina Faso,Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances","Yes, I agree but in certain circumstances",Yes I agree,No I do not agree,Maybe,Yes,Important concerns,No answer,I don't know,Yes,No,Maybe,
2/25/2021 10:51,Female,16-35,PhD,Ministry of Higher Education and Scientific Research,Yes,"The media (TV news, radio, documentaries)",Important,Ministry responsible for security,"Convicts, suspects and volunteers",Yes,All crimes and offenses,Indefinitely,"Yes, I agree but in certain circumstances",Yes I agree,I don't know,Yes I agree,No,Yes,am indifferent,Minor concerns,No,Yes,No,No,
